ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF012	UBE2D3P1	UBE2D3	1	chr20	5292935	chr4	102801486	000df271-956d-4caf-9f96-1a6622c1a966
GF013	ENSG00000251556	LARS1	5	chr5	146114146	chr5	146128709	8e624afb-8d0b-4e92-928f-52f05bc900c2,253fe58c-2e45-4010-960c-19c6056b569a,589f0417-e91c-42f5-b15e-7b063c705087
GF014	ENSG00000251556	LARS1	2	chr5	146114027	chr5	146133056	9939ff62-15e3-4975-ae3c-a425fa17be71,000f6d7f-8917-4bda-b265-ec7705705d74
GF015	ENSG00000251556	LARS1	1	chr5	146114047	chr5	146143085	f837c0be-9e06-424e-a3a6-3930a2096c6b
GF016	ENSG00000251556	LARS1	1	chr5	146114245	chr5	146126487	efedc13f-23a0-4a58-9165-90b1d3d4bedd
GF017	ENSG00000251556	LARS1	1	chr5	146120446	chr5	146122570	d8ce6394-4a7e-4347-beac-6fd342c6c23c
GF018	ENSG00000251556	LARS1	1	chr5	146120452	chr5	146182602	7560940d-852e-45ae-a985-4cbf01b6ca0f
GF019	ENSG00000251556	LARS1	1	chr5	146114038	chr5	146177650	54769475-da0e-4c3c-b329-b2e9294d24aa
GF020	TIPRL	TNFRSF12A	1	chr1	168200201	chr16	3022382	001118c9-9589-4faf-b856-63cfd1bcea12
GF022	HNRNPC	C2orf88	28	chr14	21269370	chr2	189924074	eb62cf4d-b558-4198-94e7-6c5a86390408,729ffdae-bbd7-46bc-bd17-ce4d5129c482,d133adaf-75a6-4302-9d91-29f96b9220bb,090eed32-ffa9-42c6-b13a-5a2527ac598c,2be3ab9d-4091-49b3-98ad-a9bc9d75e81a,ad87ef24-ca08-4ee1-9ec4-5ddc0008521e
GF021	HNRNPC	C2orf88	13	chr14	21230366	chr2	189923989	f422cf30-ffc7-4df0-b9ed-1f41538c9e18,776b09a9-c638-4517-8336-f0e851a9609c,94923980-89a9-4704-a239-cc7c7930fe9f,9fd8f343-6551-48e7-8f79-eb67cf6e857c,a891d530-fea5-4228-bc44-c6fa5e7b9e4b,edc0346e-6fe7-4542-913f-9476c73bb54c
GF023	HNRNPC	C2orf88	12	chr14	21234041	chr2	189923603	5ea835de-0a29-4577-98a4-f228aa9dedcb,0f2443c7-b9c7-4059-b122-a79a60b8dcef,1dbb0a76-7cb6-42fa-814f-0a237825d963
GF025	HNRNPC	C2orf88	3	chr14	21211528	chr2	189924087	e9c3d82d-ac6e-4df2-b09d-703c0ffc43f5
GF024	HNRNPC	C2orf88	2	chr14	21263336	chr2	189923816	ef0c0bd6-5f22-42a8-b0a5-61beb3b5543f
GF026	TOMM20	UBB	1	chr1	235110165	chr17	16381970	00138533-0b34-4ee1-8ac2-ec531dc42f10
