#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
NUTM2B-AS1--OSBPL6	1	NUTM2B-AS1	10267	chr10:79804485:-	OSBPL6	61461	chr2:178383024:+	ONLY_REF_SPLICE	cd38643e-8e05-431d-a37d-ba650358f762	0.524	["INTERCHROMOSOMAL[chr10--chr2]"]	0.524	1.0	True
RPSA--BLM	1	RPSA	2071	chr3:39407786:+	BLM	42312	chr15:90815102:+	ONLY_REF_SPLICE	cd21ee9e-69d5-472e-9b2d-7101bfdb81bd	0.524	["INTERCHROMOSOMAL[chr3--chr15]"]	0.524	1.0	True
OXCT1--FBXO4	1	OXCT1	1145	chr5:41870281:-	FBXO4	27654	chr5:41929697:+	ONLY_REF_SPLICE	a216e64b-636b-403c-89cc-7e171c15458b	0.524	["INTRACHROMOSOMAL[chr5:0.05Mb]","LOCAL_INVERSION:-:+:[54735]"]	0.524	1.0	True
PCED1B--KTN1	1	PCED1B	4846	chr12:47223672:+	KTN1	43306	chr14:55661522:+	ONLY_REF_SPLICE	d24f0e9c-d31b-4e9d-8bf5-33e464f2671b	0.524	["INTERCHROMOSOMAL[chr12--chr14]"]	0.524	1.0	True
PDCD6IP--PSMA4	1	PDCD6IP	13169	chr3:33836266:+	PSMA4	34825	chr15:78544190:+	ONLY_REF_SPLICE	e261c3e0-b426-4923-9178-f0e00294e99b	0.524	["INTERCHROMOSOMAL[chr3--chr15]"]	0.524	1.0	True
PEX26--FAM118A	1	PEX26	2825	chr22:18080014:+	FAM118A	36038	chr22:45330603:+	ONLY_REF_SPLICE	eef7d080-4c24-4868-91a5-63e5c316ce46	0.524	["INTRACHROMOSOMAL[chr22:27.18Mb]"]	0.524	1.0	True
PEX3--PHACTR2	1	PEX3	8008	chr6:143474856:+	PHACTR2	19534	chr6:143712016:+	ONLY_REF_SPLICE	5d004a99-b767-41b5-8561-fe27d56ef409	0.524	["TCGA_StarF2019","INTRACHROMOSOMAL[chr6:0.05Mb]","NEIGHBORS[46835]"]	0.524	1.0	True
PHF13--SHARPIN	1	PHF13	1375	chr1:6614105:+	SHARPIN	13920	chr8:144103225:-	ONLY_REF_SPLICE	cfb50558-e193-4096-a24e-b56e3b21fde0	0.524	["INTERCHROMOSOMAL[chr1--chr8]"]	0.524	1.0	True
RPS6KC1--TMEM184C	1	RPS6KC1	4551	chr1:213077816:+	TMEM184C	33562	chr4:147633765:+	ONLY_REF_SPLICE	a2e03081-7693-4aaf-a705-01c432b651c9	0.524	["INTERCHROMOSOMAL[chr1--chr4]"]	0.524	1.0	True
SLC35E2B--STRADA	1	SLC35E2B	9261	chr1:1668327:-	STRADA	31491	chr17:63714108:-	ONLY_REF_SPLICE	a10ac7fe-73b2-4b63-a64b-50ae6c8e9757	0.524	["INTERCHROMOSOMAL[chr1--chr17]"]	0.524	1.0	True
RSRC2--NDUFS3	1	RSRC2	5203	chr12:122521385:-	NDUFS3	27736	chr11:47582349:+	ONLY_REF_SPLICE	baadfe4d-e930-431f-b4e3-e39796b3b8ef	0.524	["INTERCHROMOSOMAL[chr12--chr11]"]	0.524	1.0	True
RSRP1--SET	1	RSRP1	8720	chr1:25267740:-	SET	24421	chr9:128691170:+	ONLY_REF_SPLICE	6cc91d62-0996-456c-ba71-f7f191a7d426	0.524	["INTERCHROMOSOMAL[chr1--chr9]"]	0.524	1.0	True
TCF12--AARS1	1	TCF12	3439	chr15:56921098:+	AARS1	61491	chr16:70255836:-	ONLY_REF_SPLICE	6b393d02-6f0c-4ca2-8b8a-9c18f660a320	0.524	[]	0.524	1.0	True
TMCO1--NEU3	1	TMCO1	10288	chr1:165743167:-	NEU3	18857	chr11:74989018:+	ONLY_REF_SPLICE	e2584f8f-da69-4136-8cd6-ae4ce8a11775	0.524	["INTERCHROMOSOMAL[chr1--chr11]"]	0.524	1.0	True
TMEM14B--PLAC8L1	1	TMEM14B	9876	chr6:10770204:+	PLAC8L1	24769	chr5:146085597:-	ONLY_REF_SPLICE	5372302a-e8b0-4004-9c79-9aae44e01f39	0.524	["INTERCHROMOSOMAL[chr6--chr5]"]	0.524	1.0	True
TMEM230--CDS2	1	TMEM230	8713	chr20:5069187:-	CDS2	26195	chr20:5189067:+	ONLY_REF_SPLICE	2b5b621d-b824-4eab-821f-a377389a8d2f	0.524	["INTRACHROMOSOMAL[chr20:0.01Mb]","LOCAL_INVERSION:-:+:[13683]"]	0.524	1.0	True
TRAF6--NUFIP1	1	TRAF6	8025	chr11:36492551:-	NUFIP1	25162	chr13:44959574:-	ONLY_REF_SPLICE	ec50932c-9efc-4e90-95c4-1272df7baeec	0.524	["INTERCHROMOSOMAL[chr11--chr13]"]	0.524	1.0	True
TRAM1--NPC1	1	TRAM1	3604	chr8:70600019:-	NPC1	40120	chr18:23533517:-	ONLY_REF_SPLICE	d7a906cf-7cca-41cd-a6f8-0886af28aca6	0.524	["INTERCHROMOSOMAL[chr8--chr18]"]	0.524	1.0	True
TRIM52--THAP9-AS1	1	TRIM52	2150	chr5:181260001:-	THAP9-AS1	14791	chr4:82895774:-	ONLY_REF_SPLICE	c3183459-40c6-4674-984e-54ee8ba6f89d	0.524	["INTERCHROMOSOMAL[chr5--chr4]"]	0.524	1.0	True
TYW1--KIAA2013	1	TYW1	1325	chr7:66995497:+	KIAA2013	25726	chr1:11923489:-	ONLY_REF_SPLICE	2cf18094-a7da-40f2-b7bf-d2ac730eca05	0.524	["INTERCHROMOSOMAL[chr7--chr1]"]	0.524	1.0	True
