##VERSION=0.4.1
##SAMPLE=UnnamedSample
##READTYPE=UNKNOWN
##TIME=2024-09-02T03:27:19.126245826Z
##COMMAND=pbfusion discover --gtf /Reference/annotation.bin --output-prefix /dataset/pbfusion/pbfusion --threads 50 --min-coverage 1 -b /dataset/pbfusion/HEYA8_ONT_dRNA_Q10.bam
##INFO=<ID=RC,Number=1,Type=Int,Description="Number of reads supporting breakpoints">
##INFO=<ID=MD,Number=1,Type=Float,Description="Mean breakpoint variability (bp)">
##INFO=<ID=GN,Number=List,Type=String,Description="Gene names in breakpoint cluster from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GI,Number=List,Type=String,Description="Gene IDs from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GC,Number=List,Type=Int,Description="Read support counts per gene name">
##INFO=<ID=CL,Number=1,Type=String,Description="Annotation of alignment classes [Fusion, ReadThrough, Unannotated, or SenseAntisense]">
##INFO=<ID=MQ,Number=2,Type=Float,Description="Phred-encoded mean map qualities for source and sink breakpoints, respectively; averaged in error probability space, not phred scores">
##INFO=<ID=MI,Number=2,Type=Float,Description="Mean alignment identity for the source and sink breakpoints, respectively">
##INFO=<ID=SA,Number=2,Type=Int,Description="Supplemental alignment counts for the source and sink">
##INFO=<ID=BP,Number=1,Type=Int,Description="Number of breakpoint pairs in cluster">
##INFO=<ID=EX,Number=2,Type=Int,Description="Counts of exonic breakpoints for the source and sink">
##INFO=<ID=IN,Number=2,Type=Int,Description="Counts of intronic breakpoints for the source and sink">
##INFO=<ID=AC,Number=List,Type=String,Description="Annotation of all breakpoints supported by reads in this cluster.">
##EXTRA=<ID=RN,Number=List,Type=String,Description="Names of reads contributing support">
##EXTRA=<ID=ON,Number=List,Type=String,Description="Names of reads contributing support if read clustering was used">
##EXTRA=<ID=CB,Number=List,Type=String,Description="Single cell barcodes contributing support">
#chr1	start1	end1	chr2	start2	end2	id	score	strand1	strand2	info	extra
chr1	169047	169048	chr1	268205	268206	BP51	MEDIUM	-	-	RC=1;MD=0;GN=N/A,ENSG00000241860,ENSG00000228463;GI=N/A,ENSG00000241860.7,ENSG00000228463.10;GC=1,1,1;CL=FUSION:1;MQ=3.90256,60;MI=0.94314,0.923664;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:169047-/chr1:268205-,chr1:222518426-/chr1:169266-	RN=0dc56eba-949a-4718-a2a4-ed2db9bc469d-ccs;ON=.;CB=.
chr1	186315	186316	chr1	14816	14817	BP52	MEDIUM	-	-	RC=2;MD=6.5;GN=WASH9P,WASH7P;GI=ENSG00000279457.4,ENSG00000227232.5;GC=2,2;CL=FUSION:2;MQ=2.20806,60;MI=0.954059,0.900815;SA=2,0;BP=2;EX=2,0;IN=0,2;AC=chr1:186315-/chr1:14816-	RN=3a7cd49a-62b6-44ff-91b8-fc1c502b3dfe-ccs,156b8ac1-b94a-4e77-97c6-0b4eafb35bd7-ccs;ON=.;CB=.
chr1	186315	186316	chr12	14936	14937	BP72	MEDIUM	-	-	RC=2;MD=0.5;GN=WASH2P,WASH9P,WASH8P;GI=ENSG00000290823.1,ENSG00000279457.4,ENSG00000226210.3;GC=1,2,2;CL=FUSION:2;MQ=3.67912,1.47128;MI=0.87983,0.878603;SA=2,1;BP=2;EX=2,2;IN=0,0;AC=chr1:186315-/chr12:14936-,chr15:101974077+/chr1:186471-,chr2:113596824+/chr1:186471-	RN=1e27aa5b-ce48-4a91-91be-e9ee86d18dae-ccs,7a049b6c-a31e-426e-9d02-5926392e95be-ccs;ON=.;CB=.
chr1	186315	186316	chr15	101976140	101976141	BP79	MEDIUM	-	+	RC=1;MD=0;GN=WASH9P,ENSG00000290823;GI=ENSG00000279457.4,ENSG00000290823.1;GC=1,1;CL=FUSION:1;MQ=1,1;MI=0.956903,0.88535;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:186315-/chr15:101976140+	RN=4acf4f2b-4c16-4a22-adaa-26b8e1d88c71-ccs;ON=.;CB=.
chr1	187137	187138	chr2	113597479	113597480	BP51	MEDIUM	-	+	RC=1;MD=0;GN=WASH9P,WASH2P;GI=ENSG00000279457.4,ENSG00000291134.1;GC=1,1;CL=FUSION:1;MQ=14,27.0092;MI=0.959677,0.963056;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:187137-/chr2:113597479+,chr2:113597637+/chr1:185310-	RN=6b613386-ec8b-4c40-ad42-b50ff9ac287b-ccs;ON=.;CB=.
chr1	187143	187144	chr15	101976208	101976209	BP80	MEDIUM	-	+	RC=1;MD=0;GN=WASH9P,ENSG00000290823;GI=ENSG00000279457.4,ENSG00000290823.1;GC=1,1;CL=FUSION:1;MQ=0,7;MI=0.980769,0.878882;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:187143-/chr15:101976208+	RN=53ec8047-0370-4f7f-b4f0-db40d5a1d0d1-ccs;ON=.;CB=.
chr1	188125	188126	chr9	17475	17476	BP67	MEDIUM	-	-	RC=1;MD=0;GN=ENSG00000290823,WASH9P,WASHC1;GI=ENSG00000290823.1,ENSG00000279457.4,ENSG00000181404.18;GC=1,1,1;CL=FUSION:1;MQ=1,10;MI=0.953727,0.946565;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:188125-/chr9:17475-,chr15:101966223+/chr1:188265-	RN=98e9b78c-6a82-4a19-8545-3d73faaca80c-ccs;ON=.;CB=.
chr1	195300	195301	chr15	101966530	101966531	BP81	MEDIUM	-	+	RC=1;MD=0;GN=WASH9P,ENSG00000290823;GI=ENSG00000279457.4,ENSG00000290823.1;GC=1,1;CL=FUSION:1;MQ=60,1;MI=0.991453,0.896396;SA=0,1;BP=1;EX=1,1;IN=0,0;AC=chr1:195300-/chr15:101966530+	RN=c9c7ac11-1db8-4ede-959a-b51834df4e0c-ccs;ON=.;CB=.
chr1	356688	356689	chr17	83239920	83239921	BP81	MEDIUM	-	+	RC=1;MD=0;GN=ENSG00000228463,RPL23AP87;GI=ENSG00000228463.10,ENSG00000232938.2;GC=1,1;CL=FUSION:1;MQ=2,20;MI=0.866412,0.903183;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:356688-/chr17:83239920+	RN=76ddb6f4-355e-4cbf-86b5-7de2a592c9dc-ccs;ON=.;CB=.
chr1	958980	958981	chr2	130229474	130229475	BP54	MEDIUM	-	+	RC=2;MD=8.5;GN=NOC2L,NOC2LP1;GI=ENSG00000188976.11,ENSG00000213225.7;GC=2,2;CL=FUSION:2;MQ=27.0092,60;MI=0.909778,0.89487;SA=2,0;BP=2;EX=2,2;IN=0,0;AC=chr1:958980-/chr2:130229474+	RN=5202ad6a-6b78-46b8-ac22-f151350f890d-ccs,79f3d88c-dfab-43ab-b62a-826cf5ed1668-ccs;ON=.;CB=.
chr1	1374005	1374006	chr3	196536513	196536514	BP53	MEDIUM	-	+	RC=1;MD=0;GN=AURKAIP1,RPS29P3;GI=ENSG00000175756.14,ENSG00000225770.1;GC=1,1;CL=FUSION:1;MQ=60,1;MI=0.970732,0.87594;SA=0,1;BP=1;EX=1,0;IN=0,0;AC=chr1:1374005-/chr3:196536513+	RN=af8031ba-0419-4728-9382-566c65465f8f-ccs;ON=.;CB=.
chr1	1399015	1399016	chr22	43143361	43143362	BP92	MEDIUM	-	-	RC=1;MD=0;GN=CCNL2,MCAT;GI=ENSG00000221978.13,ENSG00000100294.13;GC=1,1;CL=FUSION:1;MQ=60,60;MI=0.942652,0.930974;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1399015-/chr22:43143361-	RN=702de5e5-d5f7-45b4-a0a8-cda6999e0e45-ccs;ON=.;CB=.
chr1	1401912	1401913	chr16	4563226	4563227	BP81	MEDIUM	-	-	RC=1;MD=0;GN=MRPL20,SUB1P3;GI=ENSG00000242485.6,ENSG00000261612.1;GC=1,1;CL=FUSION:1;MQ=60,60;MI=0.92735,0.882995;SA=1,0;BP=1;EX=1,0;IN=0,0;AC=chr1:1401912-/chr16:4563226-	RN=406797e8-c907-4dfc-b1fb-924ff3a8230a-ccs;ON=.;CB=.
chr1	1641706	1641707	chr1	1702930	1702931	BP61	MEDIUM	-	-	RC=1;MD=0;GN=CDK11A,CDK11B;GI=ENSG00000008128.23,ENSG00000248333.9;GC=1,1;CL=FUSION:1;MQ=1.81699,1;MI=0.979838,0.881295;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:1641706-/chr1:1702930-,chr1:1712262-/chr1:1642002-	RN=8375338c-8cc0-4468-848b-32eeffc45542-ccs;ON=.;CB=.
chr1	1668331	1668332	chr1	1725427	1725428	BP64	MEDIUM	-	-	RC=1;MD=0;GN=ENSG00000290854,SLC35E2B;GI=ENSG00000290854.1,ENSG00000189339.12;GC=1,1;CL=PotentialTransSplicing:1;MQ=4.74778,57;MI=0.929813,0.895093;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1668331-/chr1:1725427-,chr1:1744269-/chr1:1676821-	RN=dcb5666d-76b3-46fd-bb3c-254f8ee359ed-ccs;ON=.;CB=.
chr1	1671507	1671508	chr1	1734835	1734836	BP66	MEDIUM	-	-	RC=3;MD=0.667;GN=SLC35E2B,ENSG00000290854;GI=ENSG00000189339.12,ENSG00000290854.1;GC=3,3;CL=PotentialTransSplicing:3;MQ=3.19094,26.765;MI=0.959711,0.939807;SA=3,3;BP=3;EX=3,3;IN=0,0;AC=chr1:1671507-/chr1:1734835-,chr1:1734691-/chr1:1666021-	RN=5254c3f4-d962-47e2-a7e3-94d916bd2e5e-ccs,c4701eaa-7ab5-4397-b1d3-b4d2130ca6ed-ccs,c2aa212f-f55d-48c6-84ef-73e60d83e414-ccs;ON=.;CB=.
chr1	1676374	1676375	chr1	1734835	1734836	BP67	MEDIUM	-	-	RC=4;MD=0;GN=SLC35E2B,ENSG00000290854;GI=ENSG00000189339.12,ENSG00000290854.1;GC=4,4;CL=PotentialTransSplicing:4;MQ=4.86118,21.5986;MI=0.927094,0.929135;SA=4,4;BP=4;EX=4,4;IN=0,0;AC=chr1:1676374-/chr1:1734835-,chr1:1734691-/chr1:1666021-,chr1:1745726-/chr1:1676846-	RN=fbabd48a-955f-4483-b61a-718967d1b32f-ccs,13e042c3-eeba-47f8-a79b-6544a01a76a2-ccs,7e1ddf86-8afd-4bc3-9b4c-7ad15f1a570a-ccs,52772ada-6ed6-44bd-9d43-6730fee14cef-ccs;ON=.;CB=.
chr1	1690983	1690984	chr1	1739686	1739687	BP68	MEDIUM	-	-	RC=1;MD=0;GN=SLC35E2B,ENSG00000290854;GI=ENSG00000189339.12,ENSG00000290854.1;GC=1,1;CL=PotentialTransSplicing:1;MQ=24,5.7575;MI=0.946292,0.934427;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1690983-/chr1:1739686-,chr1:1734691-/chr1:1666021-	RN=ec192a26-51cc-49aa-81c8-9ef4021a1bc7-ccs;ON=.;CB=.
chr1	1692447	1692448	chr1	1739665	1739666	BP70	MEDIUM	-	-	RC=5;MD=12.5;GN=SLC35E2B,ENSG00000290854,N/A;GI=ENSG00000189339.12,ENSG00000290854.1,N/A;GC=5,5,2;CL=PotentialTransSplicing:5;MQ=27.7584,5.43061;MI=0.931841,0.919858;SA=5,5;BP=5;EX=4,5;IN=0,0;AC=chr1:1668329-/chr1:1729681-,chr1:1692447-/chr1:1739665-,chr1:1734691-/chr1:1666021-,chr1:1739232-/chr1:1666021-,chr1:1739232-/chr1:1668452-,chr1:1739232-/chr1:1671631-,chr1:1739309-/chr1:1729681-	RN=5fd4d1bd-4223-480e-a3d4-76c0b0f80f20-ccs,820838bf-5001-4a12-9701-d0b2614bd82c-ccs,4283920b-af64-4baa-89a0-2ca9200eb53e-ccs,e294bb08-8a10-4e9d-854b-579bcc796dc2-ccs,e56add54-d5da-4fbb-88d9-073c366ce9df-ccs;ON=.;CB=.
chr1	1692450	1692451	chr1	1738449	1738450	BP69	MEDIUM	-	-	RC=1;MD=0;GN=SLC35E2B,ENSG00000268575;GI=ENSG00000189339.12,ENSG00000268575.1;GC=1,1;CL=PotentialTransSplicing:1;MQ=45,60;MI=0.913208,0.896429;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:1692450-/chr1:1738449-	RN=e26373fe-04f2-429e-9bde-56a5d9744b7f-ccs;ON=.;CB=.
chr1	1703077	1703078	chr16	400214	400215	BP79	MEDIUM	-	+	RC=1;MD=0;GN=CDK11A,NME4;GI=ENSG00000008128.23,ENSG00000103202.13;GC=1,1;CL=FUSION:1;MQ=0,51;MI=0.910053,0.859606;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:1703077-/chr16:400214+	RN=c59f2888-fdd3-4329-a950-436b823b93d3-ccs;ON=.;CB=.
chr1	146164745	146164746	chr1	149463487	149463488	BP241	MEDIUM	-	+	RC=19;MD=7.84;GN=NOTCH2NLA,NOTCH2NLC;GI=ENSG00000264343.7,ENSG00000286219.2;GC=19,19;CL=PotentialTransSplicing:19;MQ=3.38169,0.591033;MI=0.930524,0.886592;SA=16,9;BP=19;EX=19,19;IN=0,0;AC=chr1:146164745-/chr1:149463487+,chr1:149390921+/chr1:146165009-	RN=bc5a89be-6c76-4e1f-ab37-f42bb355d7bb-ccs,c7c39b2f-e955-4eb1-bd51-9434bf5a9a17-ccs,3e2403b0-2a65-4599-b5c4-28f81c1ecd1e-ccs,90fae4e4-e36d-4311-a49c-1f48a6d22629-ccs,b0b8c2af-4265-4a0b-b169-d381e7b27b07-ccs,b657bf97-aad8-40c7-b72b-40cebecf4f43-ccs,8277c9b9-fe9e-4369-95e4-84b7dca4b5bb-ccs,cf918d09-5272-45b3-abab-da277f04f596-ccs,30836d95-6d4a-401e-9263-e46f3dc1b389-ccs,9e10cdd5-9457-47b3-9cbe-b24d7d3bb3cc-ccs,eb1cb264-da49-41c9-9dda-f32569fbf780-ccs,832025fd-f295-468c-a551-7ddcd9f53d1a-ccs,ba045189-e6a7-4bda-abda-d9a34800405f-ccs,030b6070-b732-4cc8-be59-fc9fdd82f46a-ccs,15b23a5e-d758-497f-afb8-0ba31cc15141-ccs,163f6e91-84a5-48bc-a0ed-56ef85e25011-ccs,ebe11322-bda0-4550-b38d-f67c10773dae-ccs,b8611dd4-922f-4cc0-85bf-f12e6ea95983-ccs,2871ef4e-3f91-4846-b4e1-71c1bf2fdd49-ccs;ON=.;CB=.
chr1	146164745	146164746	chr1	149463487	149463488	BP51	MEDIUM	-	+	RC=3;MD=6;GN=NBPF14,NOTCH2NLA,NOTCH2NLC;GI=ENSG00000270629.7,ENSG00000264343.7,ENSG00000286219.2;GC=2,3,3;CL=FUSION:3;MQ=3.86409,4.06829;MI=0.937743,0.933691;SA=2,2;BP=3;EX=3,3;IN=0,0;AC=chr1:120069332-/chr1:146165009-,chr1:145293239-/chr1:146066563-,chr1:146074269-/chr1:148539585-,chr1:146135305-/chr1:120459362+,chr1:146164745-/chr1:149463487+,chr1:148539407-/chr1:145296513-,chr1:148679469-/chr1:146164974-,chr1:120459530+/chr1:146074434-,chr1:149463805+/chr1:146135522-	RN=eff1967f-2b44-4701-95b9-afc4f4d9cf30-ccs,69263345-bf47-41b1-b2b7-9bd2ea66caea-ccs,45218870-6979-4643-a67a-d1e50490e38c-ccs;ON=.;CB=.
chr1	146164751	146164752	chr1	148607746	148607747	BP268	MEDIUM	-	-	RC=20;MD=3.88;GN=NOTCH2NLA,NBPF14;GI=ENSG00000264343.7,ENSG00000270629.7;GC=20,20;CL=PotentialTransSplicing:20;MQ=3.27337,5.81984;MI=0.934312,0.932024;SA=20,4;BP=20;EX=20,20;IN=0,0;AC=chr1:146164751-/chr1:148607746-,chr1:146228707-/chr1:148640096-,chr1:148640014-/chr1:146164994-	RN=04bf629f-53dc-4879-bf58-1951d408f339-ccs,9a5ec8ff-0592-4950-a806-f021b8ce56cc-ccs,ce7c9ef6-35d6-43e5-ac1d-c60136b07e1a-ccs,f87bc9cb-0d28-42a3-8643-07721469df99-ccs,a76079db-0860-4b08-8cd8-abfbd924a189-ccs,dcf50ed8-177f-4bf5-a223-f62ef1356431-ccs,f5f500d2-d06c-4a57-8960-2d467c91e817-ccs,72827934-af8c-4cd6-b886-f810b7e4fb06-ccs,f3daa0ab-6ce6-4808-a7d6-b0199df270c9-ccs,69717e74-26b8-4839-a55f-f2b479f07864-ccs,d27835f5-51d2-424c-bb3b-80fed9278955-ccs,9faadbea-82d6-4a55-b4cc-523201684ead-ccs,2714829e-66b8-41cc-b2ad-11abdc767d92-ccs,2e690c10-0c64-410a-a2e4-44cd26528d43-ccs,f7c574a4-9108-4857-a1f5-c6577d337cd6-ccs,abf03e9e-3ce9-4b37-839b-b5d54f94b6a2-ccs,a44df372-c4b9-47ad-8974-d048e7f0ac93-ccs,7d0ee416-8ace-4b44-aac6-82ea4f6cdd39-ccs,74d3eafa-bcef-408c-a9de-eb33f1f36f7d-ccs,a5bf57dd-c6f2-4557-b1ca-10934a06f113-ccs;ON=.;CB=.
