ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF020	HSP90AA1	PTRHD1	1	chr14	102081121	chr2	24793341	0843d5d4-d9ae-402b-9334-bca34350e5f3
GF021	SCP2	MPHOSPH6	1	chr1	53051609	chr16	82164188	08560d01-2cfe-4e03-9ca9-f9a50890949d
GF022	RPS16	ACTB	1	chr19	39435927	chr7	5527151	08c28b3a-f984-4895-92fb-df6de8528bb9
GF023	ENSG00000280071	MBNL1	1	chr21	5128348	chr3	152465603	08cf0258-3948-44e3-a6c9-43ab011471ec
GF024	IGHM	PABPC1	1	chr14	105854215	chr8	100712727	09486700-9b83-4ccf-b285-a76798816786
GF025	ENSG00000253125	IL3RA	1	chr8	22701211	chrX	1365135	0a62b8ee-ea98-48bc-8607-7aad0a72bd46
GF026	ENSG00000284697	UBE2V2	1	chr12	8135651	chr8	48061565	0ab9d4c0-a1db-44c2-8aaf-b920b732ef1d
GF027	CCDC32	CBX3	15	chr15	40561980	chr7	26201744	f4b2dc92-b760-40ec-964b-4205ad6c395e,0bb807d7-9719-4105-aa13-5501e9737aab,27596130-df5d-4840-a127-8e376647f237,49724322-4eeb-46e6-a952-6d061d50e02d,500f8ec8-be28-48b3-81cc-27298a32e0fd,5479acf5-5906-462a-af1a-1c3a1052d2eb,a3af83a4-f378-4f1c-aa9a-d4af89e1ed75,c64b8ecb-45cf-4017-b8c8-fa29aff050e1
GF028	IGHA1	IGHV3-21	20	chr14	105708665	chr14	106235061	f13b3348-2918-4a83-a49a-4a08dd701027,0bfa404d-1b4d-4faa-aa15-5d6ad5a856fd,1abd2f01-50ee-4520-a124-37aafb5e3e97,2680eaad-3a1c-4521-b4cf-39942bfcd493,3121c3fa-d626-4345-ad56-5bed51e53d9b,3be9c328-f8dd-427e-8975-523cc1e2ca9d,40a81930-48d7-451f-a8b9-70966d9be290,4f318460-5789-409b-b150-c2df79c9fb3a,6ae272a7-77b1-49ca-ba15-c466e1748d1c,7c735485-30fa-437b-b8f3-fc03d4ed46f1,8468f686-5ba1-43eb-b8ff-0a83e8ead0f5,86897ac3-d23e-4d58-b27d-22a28efbe6c5,8f274b31-0f71-4120-8823-f89de700daf8,92ad5082-026b-45eb-8303-1eb610c3c79e,ad488d5d-66d9-4b23-b4b3-7f5f03efbf55,afefc927-2081-4573-b9b9-8538a3aec69d,b2a06947-645c-44df-8894-1b6e11f64e7e,b7886161-3f0a-48f2-bf0b-80049efb51a7,c736a78b-2cc1-4c26-b557-c88652a1bcd5,daba32c4-dec3-4515-8f3a-747fb701d29b
GF029	TBC1D1	KLF3-AS1	1	chr4	38089931	chr4	38664460	0bfd72f4-0268-4908-8de6-c0e52602c37f
GF030	IGHM	IGHV3-23	9	chr14	105856217	chr14	106268600	f604f713-bac7-450b-a2ad-d5903db5bc72,0d0b486f-08b1-4303-b9d3-324d0685789f,1bd9b8b4-d4cb-46bf-bdce-41caceb35bff,40a7123e-84bb-434e-9aed-f7362852d0cd,77d1d9c9-6b6a-4751-8866-f99d008de1cc,84ee1e36-c773-4a2c-99e7-462934b2c876,97ea0fc0-4fb4-4f7f-b11b-af43d6cce2da,d65a526f-356b-424c-a4d6-03cfd995ef81,6d209f5a-0fc5-4eab-9db8-47aa269761b1
GF031	RPS14	THOC2	1	chr5	150446925	chrX	123600576	0de7ad0d-81ae-4109-9f8f-b5905b03cab8
GF032	ZNF124	NCAPD2	1	chr1	247159068	chr12	6531954	0df9b304-b25b-4922-ab52-4127d8e379d3
GF033	PTMA	PPIA	1	chr2	231713532	chr7	44796695	0f04947e-b64a-430d-a6b3-10fc27111e5a
GF034	IGHA1	IGHV3-7	1	chr14	105708666	chr14	106062150	0feb9dd9-7cd6-43be-80d4-1725bc910976
GF035	RPS9	TNFAIP3	1	chr19	54207642	chr6	137882077	107d1f83-3916-4c1e-aacb-482e0e7fbc99
GF036	TIFA	CNOT7	1	chr4	112277083	chr8	17246831	10c55177-8eb0-4a0d-af3d-77bdf6648822
GF037	TEX14	VDAC1	1	chr17	58613399	chr5	134004708	11048243-27ec-44aa-9dd3-9e986974c341
GF038	ENSG00000273269	SLC12A2	1	chr2	47160168	chr5	128151334	132fa331-40bd-4af8-aed8-95f94fd3d1f5
GF039	ATP5PB	EIF2S3	1	chr1	111461329	chrX	24055655	13e70457-2039-4cfa-b648-4c6f34dbae23
GF040	R3HDM1	PSMD14	1	chr2	135531633	chr2	161367476	147d129f-8a24-43fb-adcd-3266adecfd5f
GF041	TALDO1	KTN1	1	chr11	747450	chr14	55684583	14afc600-be19-4c14-8bd6-8361951b5be1
GF042	RIPOR2	HLA-DRB1	1	chr6	24935942	chr6	32578774	14fd4af8-b605-443c-acfd-3db2b4f0b5a6
GF043	CHASERR	CHD2	1	chr15	92885513	chr15	92901285	1543e4f8-b405-4a57-819b-8fd43775922e
GF044	CD69	DYM	1	chr12	9752488	chr18	49460631	15bebcda-7880-4675-af22-a4ce01d204c7
GF045	RPL21P16	RAB5C	1	chr10	120355074	chr17	42125597	15ede5c3-e4e5-4734-8190-aaf6a6a345c1
GF046	DEK	MT-ND1	1	chr6	18224180	chrM	3576	15f501f3-d95f-4e01-b5b7-8a7146ab6788
GF047	CEP20	RPS12	1	chr16	15888590	chr6	132817559	16058ec4-433f-4834-b59b-80c56cb98f35
GF048	ENSG00000258561	GPHN	1	chr14	66508590	chr14	66776463	167ba8bb-7ffa-492d-9121-dd89cd1b66cf
GF049	ARHGAP15	ENSG00000228655	1	chr2	143228667	chr2	143435605	16e030b1-4110-4980-bf61-301c9bf65494
GF050	TPT1	WSB1	1	chr13	45337176	chr17	27313311	174b59ac-9b26-42df-b080-56b648a3a057
GF051	RPS29P3	AP3S1	1	chr3	196536521	chr5	115914059	174fc322-2675-4c7d-a85e-b635e10186e0
GF052	SEPSECS	PPM1K	1	chr4	25159108	chr4	88284404	17db3eff-fc01-4b27-863d-28b2c5f36647
GF053	OTUB1	UBE2Q2P2	1	chr11	63986422	chr15	82372206	180b6225-1bbe-41d8-b11b-bbe742c3c0c5
GF054	RPL6	RACK1	1	chr12	112408657	chr5	181236934	182df692-7676-4880-910b-64eb062b125d
GF055	FH	ACTG1	1	chr1	241519699	chr17	81509970	1a959e0b-7b9b-4810-9cd3-b9f002dc9049
GF056	GOPC	TMSB4X	1	chr6	117602447	chrX	12977221	1b314d71-cfb4-487a-8015-838f45ac2adc
GF057	KIF20B	PSMD10	1	chr10	89774933	chrX	108091508	1b6252ce-efc5-4d8d-817c-27efdebac59e
GF058	DGKI	DDX3X	1	chr7	137513838	chrX	41350204	1c226c2f-6ee4-4b56-843d-033723bef70a
GF059	IFNGR2	NPM1	1	chr21	33432801	chr5	171392978	1c7ea33d-477b-4ce1-8ec8-1841e95a01f1
GF060	CD53	CSRP2	1	chr1	110873148	chr12	76858714	1cc0cd5e-637f-4a25-aed0-6112e4cb1bc2
GF061	RPL5	GLRX5	1	chr1	92841923	chr14	95535036	1cd6c153-25e0-4f97-81ed-a059b6bd8c2e
GF062	LSM11	TMSB4X	1	chr5	157760699	chrX	12976877	1d605878-8cf5-4c5c-9649-13a7d65993c2
GF063	DCAF6	ACTR2	1	chr1	168075432	chr2	65269668	1d891d04-671f-42a8-a333-8f41b688088b
GF064	LDHA	RPL41	1	chr11	18396825	chr12	56117831	1d9440cb-beb2-4e7d-afce-875c9c288e97
GF065	HSP90AA1	PGK1	1	chr14	102086379	chrX	78126266	1de371c3-1148-4a8e-9fba-b4f3016c0a00
GF066	ELP2	DDX18	1	chr18	36174527	chr2	117832376	1e4e95d2-9ac3-4cf6-b365-825d1c64b541
GF067	API5	CDKN3	1	chr11	43344524	chr14	54397052	1eb429b6-42f3-4ba0-9263-f5c0fd912e76
GF068	PPP2R5E	CDKN2AIPNL	1	chr14	63543164	chr5	134411767	1ee67a8a-769a-440e-9bcc-668240678957
GF069	WNK1	RPL37	1	chr12	908681	chr5	40832455	1f289554-4732-4716-bf51-1b1bd7652ba7
GF070	CFAP20DC-DT	FHIT	3	chr3	59752323	chr3	61042041	d36dfd45-42df-4fc5-89c6-47d4d119e14d,1f3e7e94-da9e-435f-bec5-5bfa22682524
GF072	CFAP20DC-DT	FHIT	1	chr3	59752323	chr3	60536851	1f3e7e94-da9e-435f-bec5-5bfa22682524
GF073	ACADM	LDHA	1	chr1	75763487	chr11	18396852	1ff67d55-1d9f-43b1-933b-62b044cfec80
GF074	PTPN1	WDR82	1	chr20	50510391	chr3	52256365	20e1cab6-00af-4d63-ab90-a898f10e8902
GF075	CELF2	MT-RNR2	1	chr10	11334357	chrM	2448	2117836f-8eb8-493b-8113-6085aae74e0e
GF076	DHX9	ZNF668	1	chr1	182887749	chr16	31074219	221996a4-4e21-4420-9d54-e8b03e80954f
GF077	SFT2D1	AFDN	1	chr6	166333276	chr6	167889066	22ab3f09-382c-4f29-8a0e-403c5940bb98
GF078	BNIP3	TMA7	1	chr10	131981906	chr3	48444040	22d820b1-7953-4ba3-919f-9b1ff356b3b8
GF079	EPS15	PTPN6	1	chr1	51481316	chr12	6961308	23fcda81-74d9-4692-8000-c7ecff877440
GF080	GRK5	STK24	1	chr10	119380811	chr13	98576744	2510419b-a7d6-48e0-b1ea-47283279e2b6
GF081	RPS27A	NPM1	1	chr2	55235610	chr5	171387865	258aabf7-bb15-4da1-b1f1-0689ce0ba3d7
GF082	ERBIN	MT-RNR2	1	chr5	66048672	chrM	3228	25a9d1b6-44a9-40bd-9211-9a931649a5e5
GF083	SCARB1	SRP72	1	chr12	124777629	chr4	56484777	25fe18a6-9b51-437a-819a-ec639eeca933
GF084	SRGN	HMG20A	1	chr10	69088127	chr15	77485579	271aaa84-6775-406f-bf93-220b07d72ccb
GF085	CENPF	MS4A1	1	chr1	214664085	chr11	60455871	272ecfda-0499-4592-832d-763d43043fc8
GF086	MAGOHB	BMPR2	1	chr12	10607853	chr2	202518821	278ae9b1-5222-4b96-bb45-2faffb41b052
GF087	MRPL33	TCEA1	1	chr2	27779621	chr8	53967965	279238cb-1b50-4baa-9b0a-d7741a01bf7c
GF088	PPP1R12A	HPRT1	1	chr12	79809877	chrX	134500667	27aea3c3-16cf-44bf-b5b7-a7c1ecbfa616
GF089	CREB1	METTL21A	1	chr2	207577656	chr2	207613427	27b2cdf2-6847-4671-ac03-903d4b61654b
GF090	KDM5B	CDC42SE2	1	chr1	202750779	chr5	131258954	28cf9a11-e91d-4fb0-a7e8-4db4885bb0ba
GF091	CHCHD2	TMSB4X	1	chr7	56106446	chrX	12977220	28f7fab0-dc85-49db-a464-51cd5a6c4e48
GF092	GSTM2	ENSG00000285854	1	chr1	109697700	chr12	21635341	29a04d6c-e8e7-4d83-b920-6c7e1af982f6
GF093	CCSER1	RPS3A	1	chr4	90839101	chr4	151104636	29b619dc-13ad-47f6-8398-4d15c30f12f5
GF094	STIM1	CSE1L	1	chr11	4092927	chr20	49097007	2aeaa47e-3169-4f6e-afb7-a85945f19ede
GF095	TPR	AK3	1	chr1	186313827	chr9	4741194	2c4183a4-dd8b-4632-ae2b-5e53dbc4164e
GF096	RPS24	SSR3	1	chr10	78035579	chr3	156543003	2c89800d-8144-45c3-8cd1-bbffc823da9d
GF097	NCAPD3	CYFIP2	1	chr11	134159911	chr5	157395589	2cc3ca16-218a-419b-8e24-462f67f2073c
GF098	SSBP2	SKP1	1	chr5	81615472	chr5	134174025	2d51cee7-4782-49a5-b8ce-c5669084bdc7
GF099	NACA	HADHA	1	chr12	56725289	chr2	26190868	2d664f84-d778-4def-bbf9-4f99a749744c
GF0100	RPL28	ACTR3	1	chr19	55386352	chr2	113958247	2d6bbd7e-af66-4de2-949e-a3b34db355a8
GF0101	BLNK	HSPA4	1	chr10	96209909	chr5	133104436	2d75e70d-1108-4773-9532-81ac03ad380c
GF0102	KLF6	RPL6	1	chr10	3785200	chr12	112405193	2dfaf0a1-6e5d-45ed-a3ff-683da72b012f
GF0103	NDC1	OR7C1	1	chr1	53789196	chr19	14792464	2ff41d7b-e701-4f22-bfd3-1dfdec31300e
GF0104	DPH6	ARL6IP5	1	chr15	35381866	chr3	69106065	31a4bfcd-94f5-4c70-8fd7-1ec629f3dabd
GF0105	ENSG00000228144	ZNF107	1	chr12	66153449	chr7	64691956	324217ce-98b0-4143-80d9-f90a855c96f7
GF0106	FHIP2A	RPS5	1	chr10	114864714	chr19	58387286	32960cc0-36c4-485f-ba7a-dfec616dcc08
GF0107	ATP6V0B	PSAP	1	chr1	43978294	chr10	71834499	3354e86e-4323-4a62-8568-7974db55ae03
GF0108	ATXN2	NKTR	1	chr12	111457359	chr3	42632816	3361f147-e6ae-4011-99ec-8020ec6fff00
GF0109	HDAC1	RPL10A	1	chr1	32292143	chr6	35470779	33d4c539-24d0-4d4c-ae49-70f7cb9f162e
GF0110	COTL1	NCOA1	1	chr16	84565597	chr2	24491308	33de598a-57dc-4d83-a01c-899d5b723a84
GF0111	STK24	TAX1BP1	1	chr13	98519229	chr7	27816346	340e7efa-1cc9-47f8-b123-f8d702960ff4
GF0112	CCDC88B	ENSG00000258344	1	chr11	64343917	chr12	54281791	34fb5445-07aa-4ad4-829f-e906577cbfd9
GF0113	ATP6V1H	FABP5	1	chr8	53715669	chr8	81280546	354b1af2-e218-41fa-a414-3dc6128723fe
GF0114	SPCS3	MT-ND4L	1	chr4	176332244	chrM	10486	358ab67b-2131-473d-94a5-ad132659751c
GF0115	GBE1	PDHA1	1	chr3	81489702	chrX	19361172	35db0049-9762-43f3-baef-c1219601ede6
GF0116	P4HA1	MT-CO3	1	chr10	73096851	chrM	9990	365eec59-f29f-4937-a849-0cb405964283
GF0117	MIR4300HG	MT-RNR2	1	chr11	82689917	chrM	1669	368639aa-246f-4d80-9a8e-057ca836c35a
GF0118	ACTR6	RPL29	1	chr12	100224420	chr3	51995469	36a0de9a-6c50-4767-ab64-caa42726e4e2
GF0119	RPL13AP5	HMMR	1	chr10	96750378	chr5	163491920	370fe35f-ce8c-43e4-b067-0b01f39f8980
GF0120	PANK1	PRPSAP2	1	chr10	89645227	chr17	18931213	371a5b5a-fb9c-4c95-b5ea-58cc533759d5
GF0121	TRAPPC1	ATP5F1A	1	chr17	7930350	chr18	46091830	3784818a-0c8f-41bd-9a01-84d96481e45f
GF0122	STARD4	DOCK8	1	chr5	111499934	chr9	449782	37aa7657-eab3-49b5-8901-e74d01c2eecf
GF0123	FAR1	ENSG00000289809	1	chr11	13732339	chr3	12840242	37d6c2c7-2de4-449d-9fd8-1567770d035c
GF0124	RPL3	TMSB4X	1	chr22	39315412	chrX	12977221	38517f35-0a82-456b-9e39-55267629260f
GF0125	MSH6	TPD52	1	chr2	47783401	chr8	80036596	39024de0-6a32-41eb-aade-8c4ad16e7490
GF0126	PCGF3	PABPC1	1	chr4	730628	chr8	100702918	39c43b85-364c-4a22-9b18-bd2d1da985d8
GF0127	UBE2Q2P2	TMEM38B	1	chr15	82372895	chr9	105775163	39e7321b-c186-4fec-bba2-3ed33268ce5c
GF0128	SLFN13	PCNP	1	chr17	35448768	chr3	101576457	3a010f41-5b8d-4bfb-aed1-7b07b48ff024
GF0129	IGHM	IGHV3-7	1	chr14	105856217	chr14	106062143	3a2ef052-ffea-4d4d-a13e-aaaca7a77809
GF0130	KIAA0825	UBR5	1	chr5	94602719	chr8	102305084	3a6eba2b-addd-4468-a4df-b0307ae1c271
GF0131	ENSG00000288534	B2M	1	chr11	57737670	chr15	44715423	3b10d9f3-fd74-43bc-b1ca-956bb23d959c
GF0132	CALR	RPL18A	1	chr19	12938625	chr19	17863309	3c2b6e88-2ffa-4297-8383-1e5b3f5b4cf3
GF0133	LAPTM5	PPP1CB	1	chr1	30732470	chr2	28800653	3c52cc9e-6a07-423d-940f-fdda7a598691
GF0134	RPL11	HSPD1	1	chr1	23695796	chr2	197486583	3cc924c4-0350-4365-8703-3a1d017bcc3e
GF0135	STAMBPL1	VDAC3	1	chr10	88880168	chr8	42405882	3cd00a55-0c35-45b1-86a3-959f4171eb52
GF0136	ENSG00000286848	SUB1P1	1	chr4	70656504	chr8	11790560	3d2332e0-94b2-48e2-9b60-6659186c2299
GF0137	RCOR3	MTA1	1	chr1	211315157	chr14	105470721	3e0d5702-1b5f-4ef5-a618-607588cf6301
GF0138	CAMTA1	LINC00667	1	chr1	6825089	chr18	5246442	3e1c20b0-d8b6-4ab2-abf0-29b6a861d691
GF0139	CAMTA1	MT-ATP8	1	chr1	6825089	chrM	9200	3e1c20b0-d8b6-4ab2-abf0-29b6a861d691
GF0140	LINC00667	MT-ATP8	1	chr18	5240802	chrM	9200	3e1c20b0-d8b6-4ab2-abf0-29b6a861d691
GF0141	ENSG00000246225	LINC02718	1	chr11	22920648	chr11	23154586	3e3e225c-4dd4-4937-aa3a-35cd4af37b6a
GF0142	LINC01340	LINC02234	2	chr5	97670681	chr5	97881432	933103b7-3e22-4fde-b292-ab035d610816,3ede7682-bb3e-46c4-83d6-7e868192d97f
GF0143	RMDN2	LINC01340	1	chr2	38029854	chr5	97653128	3ede7682-bb3e-46c4-83d6-7e868192d97f
GF0144	RMDN2	LINC02234	1	chr2	38029854	chr5	97881428	3ede7682-bb3e-46c4-83d6-7e868192d97f
GF0145	GNAS	PPIP5K2	1	chr20	58895609	chr5	103120469	3f323e85-7a6f-4dd5-9ecc-f07203494116
GF0146	RPL22	TRRAP	1	chr1	6186613	chr7	98878550	3f5c944c-c641-4b42-9340-7cc491a5a036
GF0147	PGK1	P2RY10	1	chrX	78109874	chrX	78947862	3f8b49a7-e7c9-41ab-8aa3-9bd5a72aaf28
GF0148	DDX5	FAM120A	1	chr17	64499619	chr9	93564589	4018fdb1-69bc-476a-be29-e405a0cce421
GF0149	ENSG00000285932	SMARCA2	1	chr10	99713965	chr9	2193573	404a5131-2bc0-4f13-bf0c-7eba7ba69532
GF0150	CREM	SLC20A2	1	chr10	35206894	chr8	42540914	40f67409-1626-44d5-995e-1f2438c30118
GF0151	PPWD1	PCMTD1	1	chr5	65573112	chr8	51843132	4119e53c-74cf-4aea-84e5-dfcf954539bc
GF0152	GSPT1	NPIPB2	1	chr16	11897838	chr16	11967568	41cfae68-2cac-4425-a9ed-0464e076bdb5
GF0153	RPRD2	EXOC7	1	chr1	150476565	chr17	76085786	424db766-b5c8-477f-918e-f062692c6fd5
GF0154	NCOA3	CSE1L	1	chr20	47633637	chr20	49092047	429f5f9b-dc8d-462d-9994-d3b4e7a62fb7
GF0155	YBX1	TPT1	1	chr1	42682437	chr13	45336869	433e1625-6b40-43ce-aa75-81da634f28fc
GF0156	TMTC2	AHR	1	chr12	83132206	chr7	17124991	43a96e9a-b1e1-4083-8974-ce384235791b
GF0157	ZBTB41	MATR3	1	chr1	197153988	chr5	139329773	444fb6b8-90a4-48b0-acaa-39e6c2262530
GF0158	CCL3-AS1	SERINC3	1	chr17	36090124	chr20	44497449	44b10995-26bb-4826-bedc-5ed52794b942
GF0159	JMJD1C	SLK	1	chr10	63177856	chr10	103993133	44e274a8-5754-4b2f-b3e4-262f875efd08
GF0160	MIGA1	DECR1	1	chr1	77783268	chr8	90015540	45791bcd-2aec-4214-b628-e4deefd7feb0
GF0161	RPS27	MAPRE1	1	chr1	153991141	chr20	32850404	4624b1c7-225b-4c5c-afa2-dd377256cb74
GF0162	RPL28	FAM91A1	1	chr19	55388367	chr8	123806131	4640e826-d2e4-4b85-a44c-daf7f5dd478a
GF0163	CCSER1	MT-RNR2	1	chr4	90839100	chrM	3228	475c4dfe-0435-4140-bc6f-96a42acbe935
GF0164	PTEN	MATR3	1	chr10	87865939	chr5	139330436	4773f42d-c6d7-429f-97a8-406da453ae90
GF0165	CENPF	AKAP9	1	chr1	214664091	chr7	92097604	47da301e-6d88-4a4e-a305-5dcf036ecf83
GF0166	CCZ1P1	AZIN1	1	chr7	97969767	chr8	102833218	4806aa0d-01cd-4ffb-8c24-cb73df7e5777
GF0167	BCAS3	ENSG00000267131	2	chr17	61084560	chr17	61368329	effcc637-281c-4553-a108-b1b038e0c7fc,4822410e-ab8c-43a4-838c-673adbb702f8
GF0168	ELMOD2	DAPK1	1	chr4	140553735	chr9	87525294	48f507b4-7b35-4636-94d3-e502b6393ef4
GF0169	TOMM20	ACSS1	1	chr1	235122372	chr20	25057767	4a8fec1f-918c-45be-ada6-9094aa5cb86e
GF0170	PRPF38A	CCT8	1	chr1	52416819	chr21	29056325	4aeb4793-f27a-49ca-8afd-a5ba6177c7a8
GF0171	CD40	H2AZ1	1	chr20	46129505	chr4	99948409	4bf7d6ec-bd11-439e-8f1e-5c6d7f9a277b
GF0172	GTF2H1	C19orf53	1	chr11	18367044	chr19	13774486	4cbaaa02-f0b8-41a5-803f-6128f61d7ca4
GF0173	DAPP1	NDUFA4	1	chr4	99816848	chr7	10933455	4cd1298e-f05a-4160-a595-3269afe85504
GF0174	KCNQ5-DT	KCNQ5	1	chr6	72622584	chr6	73003908	4e9173d0-6990-477c-8c2f-668f8d041971
GF0175	RPL23A	ENSG00000291336	1	chr17	28722744	chr6	26158597	4ea49ce3-a6d8-40c6-8f00-61f2b087f37a
GF0176	ENSG00000235609	NRIP1	1	chr21	14825624	chr21	15064740	b1275fb8-586d-4fd6-96b2-cc5e0e188949
GF0177	ENSG00000235609	NRIP1	1	chr21	14857708	chr21	15064744	4ebd951b-67c6-4694-b627-71b1613d1f81
GF0178	LDHA	FAU	1	chr11	18394571	chr11	65120629	4f8578fb-2b78-4c8b-80a5-7abc41e7dfe1
GF0179	SELENOT	LINC02067	1	chr3	150628380	chr3	161429596	4facd811-adb1-4516-94b7-5031483b6f43
GF0180	RPS24	TEX56P	1	chr10	78033879	chr6	4115709	4fbd46e7-5347-4336-a8d8-2634cb0cd9b7
GF0181	SRGN	ZDHHC2	1	chr10	69104804	chr8	17195524	506240e7-26fe-4836-9e76-33a9872bdd26
GF0182	PIP4K2A	ACTB	1	chr10	22714524	chr7	5527150	5131f6b7-4cdb-4807-9cd8-79b300de71da
GF0183	EEF1A1P5	TMSB4X	1	chr9	133019585	chrX	12977226	520f901c-286b-4b01-a72b-2a48dbfc6d47
GF0184	ENSG00000291171	MFSD1	1	chr12	132126189	chr3	158802065	525ccbb9-1b3d-4412-a7a8-07f36411835f
GF0185	RPL38	STAT1	1	chr17	74209875	chr2	191014123	52b46c19-226c-4996-bd5a-eccfd196914a
GF0186	RPS28	PGK1	1	chr19	8321671	chrX	78126272	54742217-0e07-4196-820b-c1367f7c41bc
GF0187	RABGAP1L	HLA-DQA1	1	chr1	174355634	chr6	32645669	54e2bbe1-170e-4760-a9de-1e13488f7685
GF0188	CLIP1	HNRNPA2B1	1	chr12	122354556	chr7	26197631	550f8e6f-3b22-4b21-a117-3e61fe115e6e
GF0189	SELENOT	RSRC1	1	chr3	150603500	chr3	158203070	555284f6-6ce1-4dd2-83c5-01804347ba26
GF0190	PSAP	ENSG00000262039	1	chr10	71834499	chr17	49404848	55b27c37-ba49-4fae-9745-3edf6f1a3433
GF0191	RPL4	MATR3	1	chr15	66499319	chr5	139307236	55bfe9e4-526c-4506-9707-ededfd6954d2
GF0192	HSPA8	MYL6	1	chr11	123061331	chr12	56161572	55d2af2a-5c63-465c-b29a-5ceb087e8fb8
GF0193	ENSG00000258344	DPY19L1	1	chr12	54280758	chr7	34928970	55eedbf4-0b58-4fcc-a576-7c1302d4809c
GF0194	HMGB1P5	PIN4	1	chr3	22382490	chrX	72273328	56cac9ed-3c6d-40d7-b0ee-36b84cc8fd6d
GF0195	ENSG00000289809	MT-RNR2	1	chr3	12841520	chrM	3228	56f0af60-211b-4133-b768-978a04bc0ff9
GF0196	LIX1-AS1	LINC01340	1	chr5	97431888	chr5	97668563	576f2948-2f79-4da7-a065-2e750f10d35f
GF0197	SREBF2	WDR36	1	chr22	41907299	chr5	111113076	5860a50f-1ded-45a7-9353-8e6e77925d30
GF0198	CCT5	SIT1	1	chr5	10264920	chr9	35650443	59a26f4b-d3d3-48c7-a4de-feaa7df0eea7
GF0199	GCA	MT-CO2	1	chr2	162361122	chrM	7810	59d7f49b-3ff6-4890-9535-1b6033b0f4d7
GF0200	RYBP	MT-RNR2	1	chr3	72374601	chrM	2619	5a0c082f-920a-4e7b-9a26-3f2bb32738f3
GF0201	FNDC3A	RPLP1	1	chr13	49174488	chr15	69455545	5a4235e7-7208-4c64-9c22-4e6e0f8cc103
GF0202	SKIC3	FBXW11	1	chr5	95513640	chr5	171869727	5acce0f7-b276-4914-83ea-2394088a8b58
GF0203	ANKRD44	MT-CO2	1	chr2	196986664	chrM	7595	5b419210-7185-4806-871a-2faee3004c92
GF0204	TTC9	SEPTIN2	1	chr14	70675301	chr2	241315338	5bcdbe6b-2675-4010-a91c-92c994aa95cd
GF0205	RPL23	ENSG00000250775	1	chr17	38850081	chr4	63492666	5c2bd04f-bbe9-46b7-b03e-c764b3b9a2f7
GF0206	RPL4	VPS35	1	chr15	66504833	chr16	46660280	5c6a8cfc-f1c1-4b96-b24a-622187f93ea7
GF0207	SELENOF	MT-CO1	1	chr1	86914102	chrM	7517	5c9e78da-082a-48a5-89a5-68ecf7e73355
GF0208	RPS19	LMNB1	1	chr19	41860773	chr5	126837013	5d12df73-c8d4-4d8a-972a-a957d3b703e2
GF0209	CDC73	SRP9	1	chr1	193122018	chr1	225790465	5db10582-b2f0-4d3d-bdf7-b2396e258cc7
