sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
A549_ONT_dRNA_Q10,PTK2:ENSG00000276418,chr8,141001125,-,chr8,80064593,-,60936.534,0,1,FALSE,TRUE,FALSE,cc6e68d4-dd27-40f2-b993-11ea1c5a7139,127,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,CENPP:FOCAD,chr9,92379859,+,chr9,20862578,+,71517.276,0,1,TRUE,TRUE,TRUE,f8564d59-17a1-424d-98d9-0dc61e96ae7a,591,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,LINC01123:PDIA6,chr2,109987190,+,chr2,10802640,-,99184.546,0,1,FALSE,TRUE,TRUE,456755fb-f054-4039-b9e8-3680274047c1,200,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,PRRC2C:SFPQ,chr1,171485735,+,chr1,35178036,-,136307.698,0,1,FALSE,TRUE,TRUE,503b540f-2c8b-4fb4-a627-fdf347c75258,190,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,NCL:LRPPRC,chr2,231459001,-,chr2,43957451,-,187501.551,0,1,TRUE,TRUE,FALSE,9419499b-228f-40cb-906a-8daa8b3c1a49,498,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ENSG00000285402:NEMF,chr10,46398793,+,chr14,49802573,-,Inf,0,1,FALSE,TRUE,TRUE,fb73eccf-e554-4987-a2b8-37de5c626613,231,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ASCC1:CDK5RAP1,chr10,72152869,-,chr20,33372697,-,Inf,0,1,TRUE,TRUE,TRUE,26472d0a-7c90-4645-bf06-8098e899de0e,854,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ACAT1:MTRF1,chr11,108134316,+,chr13,41260915,-,Inf,0,1,FALSE,TRUE,TRUE,4482835f-e3ce-4bb5-90d8-e2a02efb0d7e,192,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,PSMA1:NOVA1,chr11,14643455,-,chr14,26448963,-,Inf,0,1,FALSE,TRUE,TRUE,f7193cbf-03e3-4fae-a585-950468eba051,159,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,BBOX1-AS1:COG2,chr11,27217317,-,chr1,230688420,+,Inf,0,1,FALSE,TRUE,TRUE,1c7fb131-2ee7-4d11-ba52-eae87a906048,316,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,C1orf43:NELFCD,chr1,154213893,-,chr20,58990910,+,Inf,0,1,FALSE,TRUE,TRUE,77568a8b-4bba-4df2-8289-d7a09ef25897,133,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,PRSS23:GOLGA4,chr11,86823593,+,chr3,37355101,+,Inf,0,1,FALSE,TRUE,TRUE,569e5638-6baa-4259-8f42-1be55ee9d046,306,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,PTPN11:CYB5B,chr12,112456063,+,chr16,69447150,+,Inf,0,1,TRUE,TRUE,TRUE,ee50cf1a-ab1d-4be3-aa04-c6035b7cab03,937,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,RNF34:IARS1,chr12,121402807,+,chr9,92247551,-,Inf,0,1,TRUE,TRUE,TRUE,d9ae4fae-42be-4486-9796-64bf0f930e07,151,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,EPS8:SNHG11,chr12,15681226,-,chr20,38448662,+,Inf,0,1,FALSE,TRUE,TRUE,2338b0a9-f133-41ba-a1f4-8ebc76156c3b,394,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,STPG1:GLE1,chr1,24401319,-,chr9,128508876,+,Inf,0,1,FALSE,TRUE,TRUE,7b2bf860-262d-44c3-b710-23468d45d0f3,220,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,NCKAP5L:FTL,chr12,49802958,-,chr19,48966281,+,Inf,0,1,TRUE,TRUE,TRUE,4f9a4175-a66b-455b-b2c3-758fb77cea18,424,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,AK2:CALM1,chr1,33024442,-,chr14,90400065,+,Inf,0,1,TRUE,TRUE,TRUE,6a3930ff-9c86-4d0d-a5bc-d3578d7531de,232,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ARMH4:ERMARD,chr14,58297955,-,chr6,169753864,+,Inf,0,1,FALSE,TRUE,TRUE,1e593de5-a035-439d-9691-d5e1652b7c9b,142,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,POMT2:MINK1,chr14,77280392,-,chr17,4893434,+,Inf,0,1,TRUE,TRUE,TRUE,bcad9096-9004-479f-9912-5c67df769c07,1880,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,LRRK1:WASHC5,chr15,100924729,+,chr8,125032394,-,Inf,0,1,TRUE,TRUE,TRUE,914da100-6a10-4dd1-ad64-8e4c16a16a9f,282,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,DPH6:PSME3IP1,chr15,35373521,-,chr16,57173869,-,Inf,0,1,TRUE,TRUE,TRUE,f729cb7f-6bc9-415c-b6d9-57c885caf1fd,793,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,DIS3L:KTN1,chr15,66329399,+,chr14,55646973,+,Inf,0,1,TRUE,TRUE,TRUE,cbd010ed-38c8-47f7-b9d6-1f54d49b847e,2472,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,CTCF:SNURF,chr16,67571264,+,chr15,24967932,+,Inf,0,1,FALSE,TRUE,TRUE,44e90b2e-fb20-4c75-9d4c-27d940a66d21,274,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,PMP22:SNX5,chr17,15259094,-,chr20,17943195,-,Inf,0,1,TRUE,TRUE,TRUE,8e7c3b11-fc9a-42b8-9ff2-7952113044b4,309,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ZNF286A-TBC1D26:MRPL50,chr17,15708247,+,chr9,101390850,-,Inf,0,1,FALSE,TRUE,TRUE,c23f4531-4ab6-4110-b643-596efa158894,624,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,CACNB1:NPIPB9,chr17,39191474,-,chr16,28762251,+,Inf,0,1,TRUE,TRUE,TRUE,193cccde-7f9f-476f-9b80-981b16d306f8,412,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,KRT10:CNOT7,chr17,40818787,-,chr8,17245247,-,Inf,0,1,FALSE,TRUE,TRUE,7f83847e-1fa2-40f5-90e5-ed05bf20bcd1,238,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,APPBP2:FUT8,chr17,60494466,-,chr14,65455621,+,Inf,0,1,FALSE,TRUE,TRUE,15fd0317-efed-4189-a1a1-7bd4075cba48,599,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,RBFOX3:TYW5,chr17,79307724,-,chr2,199940133,-,Inf,0,1,FALSE,TRUE,TRUE,5cb5fa56-52cf-40c1-b683-ff18f46c691e,308,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,RBFOX3:EWSR1,chr17,79307724,-,chr22,29292137,+,Inf,0,1,FALSE,TRUE,TRUE,97ba623b-8735-494f-b187-dbd4a7195302,507,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,LINC02609:STAMBP,chr1,90851483,-,chr2,73859254,+,Inf,0,1,FALSE,TRUE,TRUE,3027b38a-2c13-49be-ad95-01796699cbc6,1361,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,MTF2:SAFB,chr1,93079531,+,chr19,5641594,+,Inf,0,1,FALSE,TRUE,TRUE,0c8dffae-484d-4012-b362-f9bc9bb04045,210,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,FBXO17:NPEPPS,chr19,38975586,-,chr17,47612460,+,Inf,0,1,FALSE,TRUE,TRUE,85831c9f-5c32-4bcd-b375-44cae9a8f5f4,143,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,FOXA3:NPIPA3,chr19,45864525,+,chr16,14716068,+,Inf,0,1,TRUE,TRUE,TRUE,6d609e5a-a426-49e3-8954-68d0f4b64bcc,209,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,SAFB:TM7SF3,chr19,5626489,+,chr12,26982859,-,Inf,0,1,TRUE,TRUE,TRUE,87abb51c-1be9-4487-95dc-7834c83cb3f0,315,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,NOP56:RAB10,chr20,2653393,+,chr2,26098662,+,Inf,0,1,TRUE,TRUE,TRUE,727aa147-ead2-422f-a3a4-bf6489e8b1a8,222,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,CYP24A1:RBM14-RBM4,chr20,54157169,-,chr11,66646027,+,Inf,0,1,FALSE,TRUE,TRUE,34cf4138-74ef-4380-a4d6-e4e8f0798bf2,1928,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,CYP24A1:GGA2,chr20,54157169,-,chr16,23466778,-,Inf,0,1,FALSE,TRUE,TRUE,a6dce02b-aa78-40f0-be24-1b67b559a61c,941,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,CYP24A1:ENSG00000170846,chr20,54157169,-,chr4,6674993,+,Inf,0,1,FALSE,TRUE,TRUE,d02dc98d-aaf9-4023-a5fb-96b1638c85c6,720,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,CYP24A1:CKS2,chr20,54157169,-,chr9,89315170,+,Inf,0,1,FALSE,TRUE,TRUE,ef605952-1a15-48fa-862e-c7205699aa49,1314,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,APP:UCHL1,chr21,25891722,-,chr4,41257609,+,Inf,0,1,TRUE,TRUE,TRUE,34ca4a45-bd41-4217-896a-114192899499,1044,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,PWP2:NOP56,chr21,44126119,+,chr20,2657929,+,Inf,0,1,FALSE,TRUE,TRUE,6e2075a6-1e89-45a9-b0be-e67082526e83,2068,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ORC4:PMP22,chr2,148020633,-,chr17,15239611,-,Inf,0,1,FALSE,TRUE,TRUE,b631444b-a20a-4d6a-a2fc-46423088705e,116,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,GPD2:KRT34,chr2,156476207,+,chr17,41379731,-,Inf,0,1,TRUE,TRUE,TRUE,628539cb-ad1a-41c7-bdc3-7507f865fb64,269,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,NBEAL1:EIF4G2,chr2,203016435,+,chr11,10801087,-,Inf,0,1,TRUE,TRUE,TRUE,1b67b14a-0544-400e-9d41-75f73cd4be83,387,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ITSN2:ETNK2,chr2,24293688,-,chr1,204137249,-,Inf,0,1,TRUE,TRUE,TRUE,589ba037-dc24-4f56-929b-393e349c4495,553,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,MAP4K3:FOXF2,chr2,39325518,-,chr6,1394696,+,Inf,0,1,FALSE,TRUE,TRUE,fd2031e3-762a-4bc2-aaec-9cbdcca9a357,1041,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,MTA3:RPL13A,chr2,42659862,+,chr19,49491425,+,Inf,0,1,TRUE,TRUE,TRUE,74c7f79a-e947-4bd2-ba19-d3c855b41973,820,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,TMEM18:ACTG1,chr2,677289,-,chr17,81512360,-,Inf,0,1,TRUE,TRUE,TRUE,1793a515-e5ca-42e9-9a3e-22f78e022c3a,104,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ALMS1:ANKHD1,chr2,73419318,+,chr5,140537338,+,Inf,0,1,TRUE,TRUE,TRUE,a9da83e6-0af5-4a34-a478-ac0ce1c70513,524,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ASAP2:KLHL42,chr2,9207230,+,chr12,27791708,+,Inf,0,1,FALSE,TRUE,TRUE,c94936a2-4e86-44be-9c8d-bef53c1da569,408,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,TM4SF19-DYNLT2B:CNOT1,chr3,196338264,-,chr16,58555429,-,Inf,0,1,FALSE,TRUE,TRUE,bf910cde-8154-4fae-9219-f812427353c7,271,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,SFMBT1:PSPC1,chr3,53045816,-,chr13,19709599,-,Inf,0,1,FALSE,TRUE,TRUE,9bb893e6-9d70-40f4-a54a-c7d50c2e626c,165,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ENSG00000248802:ALDH3A2,chr4,128601313,-,chr17,19671721,+,Inf,0,1,FALSE,TRUE,TRUE,9ef4c06b-f9a4-4702-9e8a-bd369cf86b43,93,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,DHX15:GGH,chr4,24540108,-,chr8,63017630,-,Inf,0,1,TRUE,TRUE,TRUE,13132858-0894-47f5-bc8e-1ba88045f7ba,542,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,AP3S1:COQ2,chr5,115902992,+,chr4,83279114,-,Inf,0,1,FALSE,TRUE,TRUE,6c49fa39-70bc-4b90-9a77-0b752c5c5523,544,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,CSNK1A1:EEF1E1,chr5,149505447,-,chr6,8080030,-,Inf,0,1,FALSE,TRUE,TRUE,c596c3de-5c6e-4c4c-9604-ba32de1f4e4d,1390,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,SAP30L-AS1:PCID2,chr5,154443362,-,chr13,113181230,-,Inf,0,1,FALSE,TRUE,TRUE,299de644-203e-411b-8848-1fd3d6acf641,180,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ENSG00000291220:USP5,chr5,70435022,+,chr12,6857629,+,Inf,0,1,FALSE,TRUE,TRUE,47de42d2-5791-4f5f-a53f-90223e868933,443,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,OARD1:NCKAP1,chr6,41071132,-,chr2,182928899,-,Inf,0,1,TRUE,TRUE,TRUE,71ff780a-1498-4273-b1e8-c5beb393b4f0,174,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,CCND3:RNF31,chr6,42048501,-,chr14,24155157,+,Inf,0,1,FALSE,TRUE,TRUE,ab42d4ce-bc6c-4348-9864-a452ea09af74,180,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,SUPT3H:AOPEP,chr6,45365201,-,chr9,95086682,+,Inf,0,1,FALSE,TRUE,TRUE,c75161db-d13c-4722-9f54-578078c7f9e8,199,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,FILIP1:ASPH,chr6,75493414,-,chr8,61684188,-,Inf,0,1,FALSE,TRUE,TRUE,a5d57850-3dd2-45a8-9b35-d897deed7f82,114,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,BLOC1S5-TXNDC5:MAP4K5,chr6,8062534,-,chr14,50448832,-,Inf,0,1,FALSE,TRUE,TRUE,e040c681-7071-4684-9a22-bc4ccfd667f4,193,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ESYT2:MAP2K4,chr7,158788004,-,chr17,12095575,+,Inf,0,1,FALSE,TRUE,TRUE,e30b2edb-77aa-4991-9259-e28f07a94c97,823,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ESYT2:ELP1,chr7,158788004,-,chr9,108926603,-,Inf,0,1,FALSE,TRUE,TRUE,287f18f3-1cf1-4ef7-a7e1-ad6a96157d2f,842,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,YWHAG:SNX5,chr7,76358722,-,chr20,17943195,-,Inf,0,1,FALSE,TRUE,TRUE,e73fb5c1-2460-4112-acd7-4fbcc51fb8c2,228,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,PPP2R2A:RPL13A,chr8,26293740,+,chr19,49490232,+,Inf,0,1,TRUE,TRUE,TRUE,bcc41939-7cf6-4ba9-bc2c-a4a806d38035,328,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ASPH:USP10,chr8,61680968,-,chr16,84764086,+,Inf,0,1,TRUE,TRUE,TRUE,f0c15ed3-590e-482e-825f-c0acfe946d6d,1109,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,DPY19L4:TAOK3,chr8,94739790,+,chr12,118255655,-,Inf,0,1,FALSE,TRUE,TRUE,9f459c2a-be52-4682-ac36-0159f81e70e8,556,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,ZNF618:KDELR1,chr9,113876413,+,chr19,48389711,-,Inf,0,1,TRUE,TRUE,TRUE,7902cddf-1bd9-410e-a291-5fb1e6950e37,123,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,MEGF9:SNHG14,chr9,120659374,-,chr15,25019027,+,Inf,0,1,FALSE,TRUE,TRUE,a74beec6-069e-439e-9ad9-d4887bc915d5,880,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,COL4A5:C6orf62,chrX,108597568,+,chr6,24708911,-,Inf,0,1,TRUE,TRUE,TRUE,d8ff7b92-918e-4743-97b9-d370f2db4f9f,1967,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,LINC02595:RTN3,chrX,45849375,-,chr11,63749991,+,Inf,0,1,FALSE,TRUE,TRUE,9e9f21ba-21bf-475b-b601-9cd52ee176e0,266,PotentialTransSplicing,-
A549_ONT_dRNA_Q10,RPS6KA6:SNX5,chrX,84096194,-,chr20,17943195,-,Inf,0,1,FALSE,TRUE,TRUE,e9e94de9-0259-4c15-bd03-9b4829e8358f,2278,PotentialTransSplicing,-
