##VERSION=0.4.1
##SAMPLE=UnnamedSample
##READTYPE=UNKNOWN
##TIME=2024-08-12T20:18:05.529930274Z
##COMMAND=pbfusion discover --gtf /Reference/annotation.bin --output-prefix /dataset/pbfusion/pbfusion --threads 50 --min-coverage 1 -b /dataset/pbfusion/H9_ONT_dRNA_Q10.bam
##INFO=<ID=RC,Number=1,Type=Int,Description="Number of reads supporting breakpoints">
##INFO=<ID=MD,Number=1,Type=Float,Description="Mean breakpoint variability (bp)">
##INFO=<ID=GN,Number=List,Type=String,Description="Gene names in breakpoint cluster from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GI,Number=List,Type=String,Description="Gene IDs from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GC,Number=List,Type=Int,Description="Read support counts per gene name">
##INFO=<ID=CL,Number=1,Type=String,Description="Annotation of alignment classes [Fusion, ReadThrough, Unannotated, or SenseAntisense]">
##INFO=<ID=MQ,Number=2,Type=Float,Description="Phred-encoded mean map qualities for source and sink breakpoints, respectively; averaged in error probability space, not phred scores">
##INFO=<ID=MI,Number=2,Type=Float,Description="Mean alignment identity for the source and sink breakpoints, respectively">
##INFO=<ID=SA,Number=2,Type=Int,Description="Supplemental alignment counts for the source and sink">
##INFO=<ID=BP,Number=1,Type=Int,Description="Number of breakpoint pairs in cluster">
##INFO=<ID=EX,Number=2,Type=Int,Description="Counts of exonic breakpoints for the source and sink">
##INFO=<ID=IN,Number=2,Type=Int,Description="Counts of intronic breakpoints for the source and sink">
##INFO=<ID=AC,Number=List,Type=String,Description="Annotation of all breakpoints supported by reads in this cluster.">
##EXTRA=<ID=RN,Number=List,Type=String,Description="Names of reads contributing support">
##EXTRA=<ID=ON,Number=List,Type=String,Description="Names of reads contributing support if read clustering was used">
##EXTRA=<ID=CB,Number=List,Type=String,Description="Single cell barcodes contributing support">
#chr1	start1	end1	chr2	start2	end2	id	score	strand1	strand2	info	extra
KI270734.1	161312	161313	chr22	18931197	18931198	BP2277	MEDIUM	-	-	RC=14;MD=6.36;GN=ENSG00000277196,PRODH;GI=ENSG00000277196.4,ENSG00000100033.17;GC=14,14;CL=PotentialTransSplicing:14;MQ=0,1.37431;MI=0.930119,0.94442;SA=10,14;BP=14;EX=14,14;IN=0,0;AC=KI270734.1:144749-/chr22:18918492-,KI270734.1:148113-/chr22:18919598-,KI270734.1:150346-/chr22:18922921-,KI270734.1:161312-/chr22:18931197-,chr22:18918310-/KI270734.1:138667-,chr22:18918310-/KI270734.1:142287-,chr22:18919451-/KI270734.1:143790-,chr22:18925047-/KI270734.1:144896-,chr22:18925047-/KI270734.1:148232-,chr22:18930986-/KI270734.1:143790-,chr22:18930986-/KI270734.1:144896-,chr22:18930986-/KI270734.1:148232-,chr22:18930986-/KI270734.1:150499-	RN=7c44ef48-51c1-4973-bacf-20dbc67c41c5-ccs,eebc00b8-37a0-4813-b8d3-a2791c6a6730-ccs,be9108f8-31f7-4542-915b-499f3d362783-ccs,e58a69ac-8e23-4f5b-b6a7-a38050a65a8a-ccs,37b56802-e2b9-4ddf-a695-44daac4433ed-ccs,7e77c9bf-7aae-46fe-8637-8b2709ac8903-ccs,3865ffb3-bc9e-4008-b0dc-1f7dcdc5c49e-ccs,fdac0168-dc4b-4469-862b-93d1c7a4155e-ccs,ae446364-682c-4fd7-acdd-6f2c936eca0c-ccs,879ad854-5df1-4de2-ab53-6b1dd4d5e511-ccs,a9677881-d767-459e-9b71-4231f4e35544-ccs,a141e698-ef3a-4a66-8643-b05c4ddf4404-ccs,b9cb0a7f-351e-4df4-8ff1-63e2affaa8c6-ccs,ab34d7ee-9500-477a-a21f-63cef995e199-ccs;ON=.;CB=.
KI270734.1	136276	136277	chr22	20314826	20314827	BP2265	MEDIUM	+	-	RC=7;MD=7.57;GN=DGCR6L,ENSG00000278817;GI=ENSG00000128185.10,ENSG00000278817.1;GC=7,7;CL=PotentialTransSplicing:7;MQ=3.18715,50.9599;MI=0.951009,0.892151;SA=7,0;BP=7;EX=7,7;IN=0,0;AC=KI270734.1:136276+/chr22:20314826-,chr22:20316116-/KI270734.1:136160+,chr22:20319637-/KI270734.1:136160+	RN=145677ec-1df4-4342-8c65-2b85e5672c5d-ccs,9ce91ac4-f313-4827-86e2-9d8e5a1bf6ab-ccs,590eb393-744a-4eac-95b9-efab797431c2-ccs,a7aa0497-7f4b-4f2a-90d5-dab61f0fa20b-ccs,c6daaa10-0e1d-4a49-b5f0-f08794be7e79-ccs,0a3fddbc-cdd7-473a-8c46-474062fe0f51-ccs,8cdc9381-9ab9-4821-940c-80d42f434b65-ccs;ON=.;CB=.
chr1	17229	17230	chr1	186471	186472	BP51	MEDIUM	-	-	RC=1;MD=0;GN=WASH7P,WASH9P;GI=ENSG00000227232.5,ENSG00000279457.4;GC=1,1;CL=FUSION:1;MQ=1,60;MI=0.925287,0.948718;SA=0,1;BP=1;EX=0,1;IN=1,0;AC=chr1:17229-/chr1:186471-	RN=7d1e7a34-59c4-4eab-8d1d-e78958fcab24-ccs;ON=.;CB=.
chr1	17632	17633	chr15	101976134	101976135	BP77	MEDIUM	-	+	RC=1;MD=0;GN=WASH2P,ENSG00000290823,WASH7P;GI=ENSG00000291134.1,ENSG00000290823.1,ENSG00000227232.5;GC=1,1,1;CL=FUSION:1;MQ=2.23098,3;MI=0.941994,0.876712;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:17632-/chr15:101976134+,chr15:101966192+/chr1:17367-,chr2:113584133+/chr15:101966066+	RN=a986e6fc-7988-4839-a30b-6f86669b68be-ccs;ON=.;CB=.
chr1	24735	24736	chr12	16054	16055	BP72	MEDIUM	-	-	RC=1;MD=0;GN=WASH7P,WASH8P;GI=ENSG00000227232.5,ENSG00000226210.3;GC=1,1;CL=FUSION:1;MQ=0,1;MI=0.907895,0.985915;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:24735-/chr12:16054-	RN=97574b8b-37f7-40ef-accc-18deb6632a6f-ccs;ON=.;CB=.
chr1	186315	186316	chr1	14807	14808	BP52	MEDIUM	-	-	RC=3;MD=2.67;GN=WASH2P,WASH9P,WASH7P;GI=ENSG00000291134.1,ENSG00000279457.4,ENSG00000227232.5;GC=1,3,3;CL=FUSION:3;MQ=7.75753,4.30801;MI=0.913487,0.87964;SA=3,1;BP=3;EX=3,0;IN=0,3;AC=chr1:186315-/chr1:14807-,chr12:18391-/chr1:186434-,chr2:113588703+/chr1:186471-	RN=befc59f9-f65a-4a27-905a-c0a42c2e0ad4-ccs,a6e6d71a-9427-41d5-b3cf-974ef775b9de-ccs,f3a7597b-5f29-4f91-b3d5-407c47d80eda-ccs;ON=.;CB=.
chr1	186315	186316	chrY	57211758	57211759	BP95	MEDIUM	-	+	RC=1;MD=0;GN=WASH9P,WASH6P;GI=ENSG00000279457.4,ENSG00000292372.1;GC=1,1;CL=FUSION:1;MQ=1,0;MI=0.958333,0.881612;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:186315-/chrY:57211758+	RN=b84c326d-3ff2-4cd1-8b2d-10945e4a9b1e-ccs;ON=.;CB=.
chr1	954009	954010	chr2	130230186	130230187	BP53	MEDIUM	-	+	RC=1;MD=0;GN=NOC2L,NOC2LP1;GI=ENSG00000188976.11,ENSG00000213225.7;GC=1,1;CL=FUSION:1;MQ=60,39;MI=0.899944,0.863112;SA=0,1;BP=1;EX=0,1;IN=1,0;AC=chr1:954009-/chr2:130230186+	RN=ffe3d459-390c-4394-aa51-8765ae7d2ae4-ccs;ON=.;CB=.
chr1	958972	958973	chr2	130229474	130229475	BP54	MEDIUM	-	+	RC=3;MD=12.3;GN=NOC2L,NOC2LP1,PPIF;GI=ENSG00000188976.11,ENSG00000213225.7,ENSG00000108179.14;GC=3,3,1;CL=FUSION:3;MQ=46.2543,7.98966;MI=0.898403,0.891182;SA=3,0;BP=3;EX=3,3;IN=0,0;AC=chr1:958972-/chr2:130229474+,chr2:130231854+/chr10:79347480+	RN=3adb5b2d-e11b-41b9-a834-dee87da2d92b-ccs,57a12c65-b1d3-4ead-b0fc-cf281c3ed927-ccs,eff22fe8-4da7-40a4-8bf4-1c9d6ea80768-ccs;ON=.;CB=.
chr1	1272851	1272852	chr19	2427049	2427050	BP86	MEDIUM	-	-	RC=1;MD=0;GN=UBE2J2,TIMM13;GI=ENSG00000160087.21,ENSG00000099800.8;GC=1,1;CL=FUSION:1;MQ=60,60;MI=0.922969,0.917012;SA=0,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1272851-/chr19:2427049-	RN=2bb14ac3-7e71-4891-a634-c52370f18ad6-ccs;ON=.;CB=.
chr1	1373998	1373999	chr5	21882514	21882515	BP57	MEDIUM	-	+	RC=1;MD=0;GN=AURKAIP1,HSPD1P1;GI=ENSG00000175756.14,ENSG00000213430.6;GC=1,1;CL=FUSION:1;MQ=60,15;MI=0.968481,0.893789;SA=1,0;BP=1;EX=1,0;IN=0,0;AC=chr1:1373998-/chr5:21882514+	RN=d71d0a18-0c12-4bec-a9d4-72f074d8f823-ccs;ON=.;CB=.
chr1	1407129	1407130	chr21	36994739	36994740	BP90	MEDIUM	-	+	RC=1;MD=0;GN=MRPL20,MRPL20P1;GI=ENSG00000242485.6,ENSG00000215734.3;GC=1,1;CL=FUSION:1;MQ=60,7.01029;MI=0.991597,0.89211;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1407129-/chr21:36994739+,chr21:36994904+/chr1:1402257-	RN=d0490173-f5f8-443f-ae72-3c43f349fc98-ccs;ON=.;CB=.
chr1	1541671	1541672	chr2	174719804	174719805	BP55	MEDIUM	-	+	RC=1;MD=0;GN=SSU72,H3P6;GI=ENSG00000160075.12,ENSG00000235655.3;GC=1,1;CL=FUSION:1;MQ=60,18;MI=0.941312,0.904948;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:1541671-/chr2:174719804+	RN=0cd73f1d-455b-4e30-b62d-af788c2b543e-ccs;ON=.;CB=.
chr1	1541671	1541672	chr6	27472412	27472413	BP60	MEDIUM	-	-	RC=1;MD=0;GN=SSU72,ZNF184;GI=ENSG00000160075.12,ENSG00000096654.16;GC=1,1;CL=FUSION:1;MQ=60,23.7705;MI=0.958554,0.955368;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1541671-/chr6:27472412-	RN=5d9dd2fe-e9ba-4318-b434-61b19da358c4-ccs;ON=.;CB=.
chr1	1645124	1645125	chr1	1709628	1709629	BP58	MEDIUM	-	-	RC=1;MD=0;GN=CDK11B,CDK11A;GI=ENSG00000248333.9,ENSG00000008128.23;GC=1,1;CL=FUSION:1;MQ=27,0;MI=0.992806,0.963964;SA=0,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1645124-/chr1:1709628-	RN=2c3b0050-edca-4623-9fac-1b5c690f7e68-ccs;ON=.;CB=.
chr1	1668327	1668328	chr1	1725395	1725396	BP59	MEDIUM	-	-	RC=1;MD=0;GN=ENSG00000290854,SLC35E2B;GI=ENSG00000290854.1,ENSG00000189339.12;GC=1,1;CL=FUSION:1;MQ=3.30346,8;MI=0.937886,0.948812;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:1668327-/chr1:1725395-,chr1:1744256-/chr1:1676822-	RN=54634895-f01a-453a-8fff-a3d2d615d3ee-ccs;ON=.;CB=.
chr1	1671507	1671508	chr1	1734835	1734836	BP61	MEDIUM	-	-	RC=2;MD=0;GN=ENSG00000290854,SLC35E2B;GI=ENSG00000189339.12,ENSG00000290854.1;GC=2,2;CL=FUSION:2;MQ=4.43856,27.4804;MI=0.940111,0.939789;SA=2,2;BP=2;EX=2,2;IN=0,0;AC=chr1:1671507-/chr1:1734835-,chr1:1734691-/chr1:1666021-,chr1:1745722-/chr1:1676839-	RN=78d6e229-bf72-4c23-9f95-5535b2939a55-ccs,3c78d35d-1196-415b-9cb2-080798d1a337-ccs;ON=.;CB=.
chr1	1676374	1676375	chr1	1734835	1734836	BP63	MEDIUM	-	-	RC=5;MD=1.3;GN=SLC35E2B,ENSG00000290854;GI=ENSG00000189339.12,ENSG00000290854.1;GC=5,5;CL=FUSION:5;MQ=2.03014,22.1687;MI=0.93262,0.931826;SA=4,5;BP=5;EX=5,5;IN=0,0;AC=chr1:1676374-/chr1:1734835-,chr1:1734691-/chr1:1666021-	RN=e65d92d9-eafd-4c75-a13d-39a5eb0484b4-ccs,7ee5cdae-b1b4-4a99-9a21-4030f22c5f9e-ccs,bc7c8d9b-7858-473b-bb52-d689f411ca5a-ccs,279815d9-d10a-4683-a41b-4b95627f87a2-ccs,2a52ab7c-e35b-4cd7-b29d-7e2824ab73b2-ccs;ON=.;CB=.
chr1	1692447	1692448	chr1	1739677	1739678	BP65	MEDIUM	-	-	RC=1;MD=0;GN=SLC35E2B,ENSG00000290854;GI=ENSG00000189339.12,ENSG00000290854.1;GC=1,1;CL=FUSION:1;MQ=5,3.0103;MI=0.892361,0.869668;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1692447-/chr1:1739677-,chr1:1739232-/chr1:1666021-	RN=ab11903c-3f92-4986-98fb-9c69631cf9de-ccs;ON=.;CB=.
chr1	1692450	1692451	chr1	1744663	1744664	BP66	MEDIUM	-	-	RC=1;MD=0;GN=SLC35E2B,ENSG00000290854,N/A;GI=ENSG00000189339.12,ENSG00000290854.1,N/A;GC=1,1,1;CL=FUSION:1;MQ=0,4.24177;MI=0.942029,0.853805;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1668329-/chr1:1729681-,chr1:1692450-/chr1:1744663-,chr1:1739232-/chr1:1668473-	RN=c16ef040-1dd9-4f14-86b4-d3981cb14d3e-ccs;ON=.;CB=.
chr1	1692489	1692490	chr1	1739052	1739053	BP64	MEDIUM	-	-	RC=1;MD=0;GN=SLC35E2B,ENSG00000290854;GI=ENSG00000189339.12,ENSG00000290854.1;GC=1,1;CL=FUSION:1;MQ=0,16.0102;MI=0.9125,0.90538;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1692489-/chr1:1739052-,chr1:1739232-/chr1:1666021-	RN=c9203921-0980-4290-9f78-76359076b9ce-ccs;ON=.;CB=.
chr1	1890817	1890818	chr1	2169515	2169516	BP49	MEDIUM	-	+	RC=1;MD=0;GN=GNB1,PRKCZ;GI=ENSG00000078369.19,ENSG00000067606.17;GC=1,1;CL=FUSION:1;MQ=60,38.9947;MI=0.947955,0.953356;SA=0,1;BP=1;EX=1,1;IN=0,0;AC=chr1:1890817-/chr1:2169515+	RN=679e67e8-e0b0-414d-931d-bdf59f7f4d58-ccs;ON=.;CB=.
chr1	2184475	2184476	chr1	45550972	45550973	BP50	MEDIUM	-	+	RC=1;MD=0;GN=FAAP20,AKR1A1;GI=ENSG00000162585.17,ENSG00000117448.14;GC=1,1;CL=FUSION:1;MQ=60,7.0195;MI=0.924165,0.932931;SA=0,1;BP=1;EX=1,1;IN=0,0;AC=chr1:2184475-/chr1:45550972+	RN=13fbe892-9c8c-48e7-9aa7-6d615b6ebd35-ccs;ON=.;CB=.
chr1	6199368	6199369	chr3	169483962	169483963	BP55	MEDIUM	-	-	RC=21;MD=82.5;GN=RPL22,RPL22P1;GI=ENSG00000116251.11,ENSG00000213178.3;GC=21,21;CL=PotentialTransSplicing:21;MQ=38.0125,47.943;MI=0.926303,0.91886;SA=19,2;BP=21;EX=18,21;IN=3,0;AC=chr1:6199368-/chr3:169483962-	RN=d587b7b8-57d3-4793-8014-e012695a0975-ccs,f28dbd4a-5f1b-4b72-9bd5-c9c0d3a5b145-ccs,6bbc73e5-346c-4b85-8113-d773dc440ea2-ccs,7507777e-0df2-4da1-8fd1-797f4b694be2-ccs,1a68d00a-f1dc-4252-b670-538f64858a41-ccs,2a4e60e7-2c73-4eba-bddc-ab61cc805a03-ccs,42498c56-b141-4837-af7b-06ef024841d3-ccs,4c869b6d-a480-40c9-825a-ea1c6c95ae37-ccs,a0c43a3f-f7ec-4ba0-b48e-2832a504523e-ccs,a3df1541-48b9-4dac-a86b-84be4bc4a290-ccs,5f35c35d-7b4c-4403-9df7-5b31120b2749-ccs,3b26465b-955d-483a-bd9a-963a463c3840-ccs,5384f6a2-616f-43aa-ae00-8c8dda217eea-ccs,6c99454d-bed5-49c3-a4ad-e80959b1224d-ccs,92a4e589-9ef4-495f-a0cf-b9644440df44-ccs,c0a233f3-0492-47a8-90f1-a0224a19b2f2-ccs,56dcee20-0b15-442e-9879-3ade690a5329-ccs,3ea910cf-d799-4dee-812c-884290cffcea-ccs,19f891f7-2bd5-4e2a-9c09-53b8dae26960-ccs,7e068905-c221-4ef5-ac18-5dc93d996132-ccs,8851b81a-85ed-467d-a6a3-42364268ca77-ccs;ON=.;CB=.
